id,name,elevation,latitude_dms,longitude_dms,latitude_dd,longitude_dd,cities_id,cod_mapa
427,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE Mal. CANDIDO RONDON/PR,392.00,24°32'S,54°01'W,,,2987,
428,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JOAQUIM TÁVORA/PR,522.00,23°30'S,49°56'W,,,2962,
429,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NOVA TEBAS/PR,654.00,24°26'S,51°57'W,,,3025,
430,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE INÁCIO MARTINS/PR,1260.00,25°33'S,51°05'W,,,2931,
431,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ICARAÍMA/PR,385.00,23°23'S,53°38'W,,,2926,
432,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GOIOÊRE/PR,468.00,24°11'S,53°01'W,,,2909,
433,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MARINGA/PR,542.00,23°24'S,51°55'W,,,2993,
434,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NOVA FÁTIMA/PR,668.00,23°24'S,50°34'W,,,3018,
435,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DOIS VIZINHOS/PR,520.00,25°41'S,53°05'W,,,2882,
436,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FOZ DO IGUAÇU/PR,321.00,25°36'S,54°29'W,,,2903,
437,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ILHA DO MEL/PR,1.00,25°29'S,48°19'W,,,3037,
438,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DIAMANTE DO NORTE/PR,362.00,22°38'S,52°53'W,,,2880,
439,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARANAPOEMA/PR,311.00,22°39'S,52°08'W,,,3038,
440,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PLANALTO/PR,398.00,25°43'S,53°44'W,,,3058,
441,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CIDADE GAÚCHA/PR,381.00,23°22'S,52°55'W,,,2860,
442,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JAPIRA/PR,930.00,23°46'S,50°10'W,,,2956,
443,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VENTANIA/PR,1106.00,24°16'S,50°12'W,,,3175,
444,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MORRETES/PR,59.00,25°30'S,48°48'W,,,3009,
445,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO MATEUS DO SUL/PR,788.00,25°50'S,50°22'W,,,3136,
446,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE Gen. CARNEIRO/PR,1018.00,26°23'S,51°21'W,,,2907,
447,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CLEVELANDIA/PR,980.00,26°25'S,52°20'W,,,2861,
448,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PORTO ALEGRE/RS,46.97,30°03'S,51°10'W,,,4173,
449,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO GRANDE/RS,2.46,32°01'S,52°06'W,,,4191,
450,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTA MARIA/RS,95.00,29°42'S,53°42'W,,,4213,
451,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANT. DO LIVRAMENTO/RS,328.00,30°50'S,55°36'W,,,4219,
452,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE STO. AUGUSTO/RS,550.00,27°51'S,53°47'W,,,4226,
453,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TORRES/RS,4.66,29°21'S,49°43'W,,,4299,
454,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE URUGUAIANA/RS,62.31,29°50'S,57°04'W,,,4321,
455,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTA ROSA/RS,276.00,27°53'S,54°28'W,,,4215,
456,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CANGUÇU/RS,464.00,31°24'S,52°42'W,,,3927,
457,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAÇAPAVA DO SUL/RS,420.00,30°32'S,53°28'W,,,3907,
458,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO PARDO/RS,111.00,29°52'S,52°22'W,,,4192,
459,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ALEGRETE/RS,121.00,29°42'S,55°31'W,,,3854,
460,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BAGÉ/RS,230.00,31°20'S,54°00'W,,,3878,
461,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ERECHIM/RS,765.00,27°39'S,52°18'W,,,3996,
462,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S. J. DOS AUSENTES/RS,1244.00,28°45'S,50°03'W,,,4245,
463,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO BORJA/RS,83.00,28°38'S,56°00'W,,,4229,
464,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE QUARAI/RS,124.00,30°22'S,56°26'W,,,4183,
465,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO GABRIEL/RS,126.00,30°20'S,54°19'W,,,4233,
466,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTIAGO/RS,394.00,29°11'S,54°53'W,,,4220,
467,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TRAMANDAI/RS,1.00,30°00'S,50°08'W,,,4300,
468,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JAGUARÃO/RS,47.00,32°33'S,53°22'W,,,4070,
469,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SOLEDADE/RS,667.00,28°51'S,52°33'W,,,4284,
470,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMAQUÃ/RS,90.66,30°48'S,51°50'W,,,3914,
471,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PASSO FUNDO/RS,684.05,28°13'S,52°24'W,,,4153,
472,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BENTO GONÇALVES/RS,640.00,29°10'S,51°32'W,,,3891,
473,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE LAGOA VERMELHA/RS,842.00,28°13'S,51°30'W,,,4078,
474,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S. LUIZ GONZAGA/RS,245.11,28°25'S,54°57'W,,,4248,
475,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CRUZ ALTA/RS,432.00,28°36'S,53°40'W,,,3973,
476,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FREDERICO WESTPHALEN/RS,490.00,27°23'S,53°24'W,,,4021,
477,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PALMEIRA DA MISSÕES/RS,631.00,27°55'S,53°19'W,,,4143,
478,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MOSTARDAS/RS,10.00,31°14'S,50°54'W,,,4112,
479,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CANELA/RS,830.00,29°22'S,50°49'W,,,3926,
480,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VACARIA/RS,986.00,28°30'S,50°52'W,,,4322,
481,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DOM PEDRITO/RS,170.00,30°59'S,53°48'W,,,3984,
482,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TEUTONIA/RS,81.00,29°27'S,51°49'W,,,4295,
483,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IBIRUBA/RS,456.00,28°39'S,53°06'W,,,4048,
484,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPO BOM/RS,24.00,29°40'S,51°03'W,,,3920,
485,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TUPANCIRETA/RS,462.00,29°89'S,53°82'W,,,4314,
486,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO VICENTE DO SUL/RS,134.00,29°70'S,54°69'W,,,4265,
487,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SERAFINA CORREA/RS,134.00,29°70'S,54°69'W,,,4275,
488,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CHUÍ/RS,13.00,33°45'S,53°21'W,,,3955,
489,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FLORIANÓPOLIS/SC,1.80,27°36'S,48°36'W,,,4499,
490,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE URUSSANGA/SC,48.00,28°31'S,49°18'W,,,4693,
491,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO JOAQUIM/SC,1410.00,28°16'S,49°56'W,,,4658,
492,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NOVO HORIZONTE/SC,960.00,26°24'S,52°51'W,,,4585,
493,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE INDAIAL/SC,86.13,26°54'S,49°16'W,,,4525,
494,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JOAÇABA/SC,776.00,27°10'S,51°33'W,,,4547,
495,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BOM JARDIM DA SERRA/SC,1822.00,28°00'S,49°30'W,,,4450,
496,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DIONÍSIO CERQUEIRA/SC,810.00,26°17'S,53°37'W,,,4491,
497,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITAPOÁ/SC,2.00,26°04'S,48°38'W,,,4540,
498,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO MIGUEL DO OESTE/SC,665.00,26°46'S,53°30'W,,,4666,
499,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE XANXERÊ/SC,889.00,26°56'S,52°24'W,,,4701,
500,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAÇADOR/SC,952.00,26°49'S,50°50'W,,,4460,
501,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CURITIBANOS/SC,982.00,27°17'S,50°36'W,,,4489,
502,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO DO CAMPO/SC,592.00,26°56'S,50°08'W,,,4625,
503,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO NEGRINHO/SC,869.00,26°14'S,49°34'W,,,4630,
504,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITUPORANGA/SC,484.00,27°25'S,49°38'W,,,4541,
505,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MAJOR VIEIRA/SC,808.00,26°23'S,50°21'W,,,4566,
506,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE LAGES/SC,955.00,27°48'S,50°20'W,,,4552,
507,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTA MARTA/SC,52.00,28°36'S,48°48'W,,,4553,
508,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARARANGUA/SC,12.00,28°57'S,49°29'W,,,4430,
509,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITAJAI/SC,18.00,26°57'S,48°45'W,,,4537,
510,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RANCHO QUEIMADO/SC,881.00,27°67'S,49°04'W,,,4623,
511,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MORRETOS/PR,59.00,25°30'S,48°48'W,,,3009,
